Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A768683,Crystal,03/23/2018 02:37:00 PM,03/23/2018 02:37:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Dachshund Mix,Brown/White,Crystal,03/26/2018 06:29:00 PM,03/26/2018 06:29:00 PM,01/23/2018,Dog,Spayed Female,2 months,Dachshund Mix,Brown/White,0.0
A779150,Piper,08/26/2018 01:19:00 PM,08/26/2018 01:19:00 PM,8417 Red Willow Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Orange Tabby/White,Piper,10/23/2018 01:32:00 PM,10/23/2018 01:32:00 PM,07/10/2018,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Orange Tabby/White,0.0
A721560,Goldie,02/29/2016 02:12:00 PM,02/29/2016 02:12:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Yellow/White,Goldie,03/11/2016 11:44:00 AM,03/11/2016 11:44:00 AM,03/11/2013,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Yellow/White,0.0
A778269,,08/11/2018 11:58:00 AM,08/11/2018 11:58:00 AM,10000 North Lamar Boulevard in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,White/Gray,,08/12/2018 03:29:00 PM,08/12/2018 03:29:00 PM,07/11/2018,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,White/Gray,0.0
A683465,,07/10/2014 09:44:00 AM,07/10/2014 09:44:00 AM,8310 Annabella Dr in Travis (TX),Stray,Nursing,Dog,Intact Male,1 weeks,Labrador Retriever Mix,White,,07/21/2014 06:11:00 PM,07/21/2014 06:11:00 PM,06/28/2014,Dog,Intact Male,3 weeks,Labrador Retriever Mix,White,0.0
A668200,Crush,11/29/2013 02:26:00 PM,11/29/2013 02:26:00 PM,Furmess in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Labrador Retriever/Siberian Husky,Brown/White,Crush,12/22/2013 11:19:00 AM,12/22/2013 11:19:00 AM,11/29/2012,Dog,Neutered Male,1 year,Labrador Retriever/Siberian Husky,Brown/White,0.0
A805387,Bruno,09/26/2019 12:08:00 PM,09/26/2019 12:08:00 PM,First Lady Street And Theodore Roosevelt Street in Manor (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair,Chocolate/White,Bruno,09/28/2019 02:11:00 PM,09/28/2019 02:11:00 PM,09/26/2018,Dog,Intact Male,1 year,Chihuahua Shorthair,Chocolate/White,0.0
A709470,Cupcake,08/09/2015 02:26:00 PM,08/09/2015 02:26:00 PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,Cupcake,08/19/2015 03:17:00 PM,08/19/2015 03:17:00 PM,05/09/2015,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0.0
A646245,Momo,02/15/2017 05:49:00 PM,02/15/2017 05:49:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black,Momo,03/10/2017 12:18:00 PM,03/10/2017 12:18:00 PM,10/19/2012,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black,0.0
A769749,*Barney,04/09/2018 05:10:00 PM,04/09/2018 05:10:00 PM,5400 Gregg Lane in Travis (TX),Stray,Sick,Dog,Intact Male,2 years,Labrador Retriever,Chocolate,*Barney,04/27/2018 12:01:00 PM,04/27/2018 12:01:00 PM,04/23/2015,Dog,Intact Male,3 years,Labrador Retriever,Chocolate,0.0
A774778,,08/14/2018 03:46:00 PM,08/14/2018 03:46:00 PM,1157 Salina Street in Austin (TX),Stray,Normal,Dog,Spayed Female,4 months,German Shepherd Mix,Black/Cream,,08/16/2018 03:31:00 PM,08/16/2018 03:31:00 PM,04/05/2018,Dog,Spayed Female,4 months,German Shepherd Mix,Black/Cream,0.0
A804584,*Kaylee,09/16/2019 11:14:00 AM,09/16/2019 11:14:00 AM,8718 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Medium Hair,Black,*Kaylee,09/19/2019 06:58:00 PM,09/19/2019 06:58:00 PM,08/22/2019,Cat,Intact Female,4 weeks,Domestic Medium Hair,Black,0.0
A772022,Juno,05/13/2018 04:23:00 PM,05/13/2018 04:23:00 PM,9608 Tea Rose Trail in Austin (TX),Stray,Normal,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Brown Tabby,Juno,05/13/2018 07:20:00 PM,05/13/2018 07:20:00 PM,05/13/2011,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Brown Tabby,0.0
A716702,*Bevo,11/23/2015 12:49:00 PM,11/23/2015 12:49:00 PM,9900 S Ih 35 Bldg U in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Cream Tabby,*Bevo,12/05/2015 02:23:00 PM,12/05/2015 02:23:00 PM,11/23/2013,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Cream Tabby,0.0
A688351,Coquito,09/18/2014 12:34:00 PM,09/18/2014 12:34:00 PM,Tuskanie/290 in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,Cream/White,Coquito,09/22/2014 06:28:00 PM,09/22/2014 06:28:00 PM,07/18/2014,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Cream/White,0.0
A739821,,12/07/2016 03:20:00 PM,12/07/2016 03:20:00 PM,6506 Bolm Rd in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,,12/07/2016 06:05:00 PM,12/07/2016 06:05:00 PM,11/22/2016,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,0.0
A467213,Moon Shadow,04/30/2014 12:39:00 PM,04/30/2014 12:39:00 PM,Austin (TX),Euthanasia Request,Injured,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black,Moon Shadow,04/30/2014 05:29:00 PM,04/30/2014 05:29:00 PM,04/05/2006,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black,1.0
A754272,,07/18/2017 12:03:00 PM,07/18/2017 12:03:00 PM,43 Rainey   2803 in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Bat Mix,Brown,,07/19/2017 08:27:00 AM,07/19/2017 08:27:00 AM,07/18/2014,Other,Unknown,3 years,Bat Mix,Brown,1.0
A766755,,02/15/2018 09:30:00 PM,02/15/2018 09:30:00 PM,4616 Windy Brook Dr in Austin (TX),Stray,Injured,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tiger/White,,02/16/2018 04:29:00 PM,02/16/2018 04:29:00 PM,02/15/2016,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tiger/White,1.0
A773546,,06/02/2018 05:48:00 PM,06/02/2018 05:48:00 PM,Howard Lane And Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Cairn Terrier Mix,Cream/White,,06/06/2018 06:40:00 PM,06/06/2018 06:40:00 PM,06/03/2017,Dog,Neutered Male,1 year,Cairn Terrier Mix,Cream/White,0.0
A730070,Keyboard,06/28/2016 08:31:00 AM,06/28/2016 08:31:00 AM,6807 Villita Avenida St in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,Keyboard,07/02/2016 06:36:00 PM,07/02/2016 06:36:00 PM,04/28/2016,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A774857,,06/21/2018 11:32:00 AM,06/21/2018 11:32:00 AM,North Loop And Burnet in Austin (TX),Stray,Normal,Dog,Intact Female,4 weeks,Australian Kelpie Mix,Tan,,07/10/2018 08:56:00 AM,07/10/2018 08:56:00 AM,05/21/2018,Dog,Intact Female,1 month,Australian Kelpie Mix,Tan,0.0
A714357,Rocky,10/22/2015 11:46:00 AM,10/22/2015 11:46:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,8 months,Great Dane,Brown Merle/White,Rocky,10/25/2015 05:56:00 PM,10/25/2015 05:56:00 PM,01/22/2015,Dog,Spayed Female,9 months,Great Dane,Brown Merle/White,0.0
A780708,*Barney,09/19/2018 12:28:00 PM,09/19/2018 12:28:00 PM,Del Valle (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Australian Cattle Dog Mix,White/Brown,*Barney,09/21/2018 03:08:00 PM,09/21/2018 03:08:00 PM,06/27/2018,Dog,Intact Male,2 months,Australian Cattle Dog Mix,White/Brown,0.0
A807664,,10/28/2019 11:11:00 AM,10/28/2019 11:11:00 AM,7601 Daffan Lane in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Black/White,,01/06/2020 06:27:00 PM,01/06/2020 06:27:00 PM,09/28/2019,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black/White,0.0
A720424,Mr.Kitty,02/09/2016 12:55:00 PM,02/09/2016 12:55:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Cocker Spaniel/Miniature Poodle,Tan,Mr.Kitty,02/10/2016 04:15:00 PM,02/10/2016 04:15:00 PM,02/10/2011,Dog,Neutered Male,5 years,Cocker Spaniel/Miniature Poodle,Tan,0.0
A795273,,05/18/2019 04:43:00 PM,05/18/2019 04:43:00 PM,12700 Hill Country Boulevard in Travis (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue Tabby/White,,06/02/2019 05:18:00 PM,06/02/2019 05:18:00 PM,03/30/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby/White,0.0
A706595,,06/30/2015 03:58:00 PM,06/30/2015 03:58:00 PM,1709 E 6Th St in Austin (TX),Stray,Sick,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,,06/30/2015 06:33:00 PM,06/30/2015 06:33:00 PM,06/08/2015,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,1.0
A743277,Jax,02/07/2017 11:32:00 AM,02/07/2017 11:32:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Boston Terrier Mix,Black/White,Jax,02/09/2017 02:54:00 PM,02/09/2017 02:54:00 PM,02/07/2015,Dog,Neutered Male,2 years,Boston Terrier Mix,Black/White,0.0
A696542,,02/07/2015 12:47:00 AM,02/07/2015 12:47:00 AM,12350 Research Blvd in Austin (TX),Public Assist,Normal,Other,Unknown,1 year,Hamster,Brown/White,,02/11/2015 05:00:00 PM,02/11/2015 05:00:00 PM,02/07/2014,Other,Unknown,1 year,Hamster,Brown/White,0.0
A790382,Jax,03/09/2019 12:49:00 PM,03/09/2019 12:49:00 PM,2108 Barton Hills Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,American Bulldog Mix,White/Black,Jax,03/09/2019 02:24:00 PM,03/09/2019 02:24:00 PM,03/09/2017,Dog,Neutered Male,2 years,American Bulldog Mix,White/Black,0.0
A805357,*Cozino,09/25/2019 06:17:00 PM,09/25/2019 06:17:00 PM,11410 Century Oaks Terrace in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Border Collie,Black/White,*Cozino,09/29/2019 02:14:00 PM,09/29/2019 02:14:00 PM,09/25/2018,Dog,Intact Male,1 year,Border Collie,Black/White,0.0
A810021,Luna,12/05/2019 02:49:00 PM,12/05/2019 02:49:00 PM,7100 East Highway 290 in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Labrador Retriever Mix,Brown/White,Luna,12/06/2019 12:56:00 PM,12/06/2019 12:56:00 PM,12/05/2017,Dog,Intact Female,2 years,Labrador Retriever Mix,Brown/White,0.0
A730999,*Reba,07/14/2016 02:04:00 PM,07/14/2016 02:04:00 PM,4913 Hudson Bend Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black/White,*Reba,08/14/2016 02:35:00 PM,08/14/2016 02:35:00 PM,04/14/2016,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White,0.0
A730904,Olivia,07/12/2016 04:30:00 PM,07/12/2016 04:30:00 PM,4701 Staggerbrush Rd in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,Olivia,10/07/2016 01:51:00 PM,10/07/2016 01:51:00 PM,07/12/2014,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,0.0
A807974,,11/02/2019 01:33:00 PM,11/02/2019 01:33:00 PM,6005 Leisure Run Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Blue/White,,11/13/2019 11:41:00 AM,11/13/2019 11:41:00 AM,09/14/2019,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Blue/White,0.0
A792972,Daisy,04/17/2019 05:52:00 PM,04/17/2019 05:52:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever/Anatol Shepherd,White/Tricolor,Daisy,04/22/2019 06:24:00 PM,04/22/2019 06:24:00 PM,02/03/2019,Dog,Spayed Female,2 months,Labrador Retriever/Anatol Shepherd,White/Tricolor,0.0
A711489,,09/07/2015 02:26:00 PM,09/07/2015 02:26:00 PM,973 & 183 in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Plott Hound Mix,Brown/Black,,09/10/2015 11:45:00 AM,09/10/2015 11:45:00 AM,07/23/2015,Dog,Intact Male,1 month,Plott Hound Mix,Brown/Black,0.0
A800386,Beasley,07/20/2019 11:52:00 AM,07/20/2019 11:52:00 AM,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,2 years,Chihuahua Longhair,Red/White,Beasley,07/20/2019 02:21:00 PM,07/20/2019 02:21:00 PM,07/20/2017,Dog,Intact Male,2 years,Chihuahua Longhair,Red/White,0.0
A713267,Friday,10/05/2015 11:06:00 AM,10/05/2015 11:06:00 AM,Evanston Ln And Longview Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Tan,Friday,10/09/2015 05:02:00 PM,10/09/2015 05:02:00 PM,10/05/2014,Dog,Neutered Male,1 year,Labrador Retriever Mix,Tan,0.0
A677650,*Denny,11/19/2014 12:21:00 PM,11/19/2014 12:21:00 PM,721 Lamar Pl in Austin (TX),Stray,Normal,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Orange Tabby,*Denny,11/25/2014 02:02:00 PM,11/25/2014 02:02:00 PM,04/05/2014,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Orange Tabby,0.0
A730019,,06/27/2016 12:24:00 PM,06/27/2016 12:24:00 PM,2805 Palomino Trl in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,German Shepherd Mix,Black/Tan,,07/02/2016 12:00:00 AM,07/02/2016 12:00:00 AM,12/27/2015,Dog,Spayed Female,6 months,German Shepherd Mix,Black/Tan,0.0
A705005,*Rose,06/11/2015 06:25:00 PM,06/11/2015 06:25:00 PM,1909 Greenwood Ave in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,American Pit Bull Terrier Mix,Tan/White,*Rose,07/02/2015 10:24:00 AM,07/02/2015 10:24:00 AM,10/11/2014,Dog,Spayed Female,8 months,American Pit Bull Terrier Mix,Tan/White,0.0
A705749,*Lydia,07/21/2015 01:27:00 PM,07/21/2015 01:27:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,2 years,English Bulldog Mix,White/Brown,*Lydia,09/02/2015 11:30:00 AM,09/02/2015 11:30:00 AM,06/20/2013,Dog,Spayed Female,2 years,English Bulldog Mix,White/Brown,0.0
A772761,*Bach,05/23/2018 12:19:00 PM,05/23/2018 12:19:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Orange Tabby,*Bach,05/24/2018 04:31:00 PM,05/24/2018 04:31:00 PM,04/30/2018,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Orange Tabby,0.0
A699031,Tabitha,09/09/2015 02:54:00 PM,09/09/2015 02:54:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Himalayan Mix,Lynx Point,Tabitha,09/12/2015 02:45:00 PM,09/12/2015 02:45:00 PM,03/21/2005,Cat,Spayed Female,10 years,Himalayan Mix,Lynx Point,0.0
A756551,,08/21/2017 06:27:00 PM,08/21/2017 06:27:00 PM,18002 Littig Road in Manor (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Gray Tabby/White,,08/21/2017 06:52:00 PM,08/21/2017 06:52:00 PM,08/14/2017,Cat,Unknown,1 week,Domestic Shorthair Mix,Gray Tabby/White,0.0
A686223,,08/18/2014 04:33:00 PM,08/18/2014 04:33:00 PM,7706 Lazy Ln in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby,,08/19/2014 09:00:00 AM,08/19/2014 09:00:00 AM,08/18/2012,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby,0.0
A728629,*Antonio,06/06/2016 02:54:00 PM,06/06/2016 02:54:00 PM,1015 W William Cannon in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Papillon Mix,Red/Black,*Antonio,06/22/2016 08:05:00 PM,06/22/2016 08:05:00 PM,06/06/2014,Dog,Neutered Male,2 years,Papillon Mix,Red/Black,0.0
A777833,,08/04/2018 11:20:00 AM,08/04/2018 11:20:00 AM,2409 Burleson Road in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby,,08/08/2018 07:05:00 PM,08/08/2018 07:05:00 PM,05/04/2018,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,0.0
A807445,*Twix,10/25/2019 12:17:00 PM,10/25/2019 12:17:00 PM,1156 West Cesar Chavez in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Pit Bull,White/Tan,*Twix,12/05/2019 05:16:00 PM,12/05/2019 05:16:00 PM,10/25/2017,Dog,Spayed Female,2 years,Pit Bull,White/Tan,0.0
A737052,,10/21/2016 01:08:00 PM,10/21/2016 01:08:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Pit Bull Mix,Brown/White,,10/24/2016 12:00:00 AM,10/24/2016 12:00:00 AM,09/06/2016,Dog,Intact Male,1 month,Pit Bull Mix,Brown/White,0.0
A652433,Tanner,04/01/2014 12:57:00 PM,04/01/2014 12:57:00 PM,3403 Merrie Lynn in Austin (TX),Stray,Normal,Dog,Neutered Male,12 years,Cocker Spaniel,Buff/White,Tanner,04/02/2014 12:31:00 PM,04/02/2014 12:31:00 PM,04/24/2001,Dog,Neutered Male,12 years,Cocker Spaniel,Buff/White,0.0
A687075,*Cooper,08/30/2014 05:55:00 PM,08/30/2014 05:55:00 PM,Acorn Oaks And Cooper in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby,*Cooper,09/03/2014 07:37:00 PM,09/03/2014 07:37:00 PM,06/15/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,0.0
A752554,,06/23/2017 10:15:00 PM,06/23/2017 10:15:00 PM,4702 Eilers in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Red,,06/24/2017 10:30:00 AM,06/24/2017 10:30:00 AM,06/23/2016,Other,Unknown,1 year,Bat,Red,1.0
A386276,Tiko,12/19/2015 12:52:00 PM,12/19/2015 12:52:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Flame Point,Tiko,12/28/2015 04:24:00 PM,12/28/2015 04:24:00 PM,02/25/2005,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Flame Point,0.0
A801847,,08/10/2019 11:55:00 AM,08/10/2019 11:55:00 AM,North Lamar And Rundberg in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Poodle Mix,Black,,08/14/2019 04:13:00 PM,08/14/2019 04:13:00 PM,08/10/2018,Dog,Neutered Male,1 year,Miniature Poodle Mix,Black,0.0
A805108,*Espy,09/22/2019 04:18:00 PM,09/22/2019 04:18:00 PM,14121 Bois D Arc Lane in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Brown/White,*Espy,10/18/2019 07:12:00 PM,10/18/2019 07:12:00 PM,09/22/2017,Dog,Neutered Male,2 years,Pit Bull,Brown/White,0.0
A807241,,10/22/2019 04:58:00 PM,10/22/2019 04:58:00 PM,1156 West Cesar Chavez Street in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Dachshund/Miniature Pinscher,Black/Brown,,10/26/2019 04:20:00 PM,10/26/2019 04:20:00 PM,06/22/2019,Dog,Spayed Female,4 months,Dachshund/Miniature Pinscher,Black/Brown,0.0
A712326,,09/21/2015 02:16:00 PM,09/21/2015 02:16:00 PM,9911 Brodie Ln in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Black,,09/25/2015 05:24:00 PM,09/25/2015 05:24:00 PM,07/21/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Black,0.0
A776291,Sweetie,07/11/2018 12:51:00 PM,07/11/2018 12:51:00 PM,13102 Lubbock Lane in Austin (TX),Stray,Normal,Cat,Intact Female,13 years,Domestic Shorthair Mix,Tortie,Sweetie,04/03/2019 04:10:00 PM,04/03/2019 04:10:00 PM,01/15/2005,Cat,Spayed Female,14 years,Domestic Shorthair Mix,Tortie,0.0
A762679,*Randall,11/24/2017 10:40:00 AM,11/24/2017 10:40:00 AM,20708 Post Oak Parkway in Manor (TX),Stray,Normal,Dog,Intact Male,5 months,Pit Bull Mix,Tan/White,*Randall,11/29/2017 11:02:00 AM,11/29/2017 11:02:00 AM,06/24/2017,Dog,Intact Male,5 months,Pit Bull Mix,Tan/White,0.0
A807803,*Charlie,10/30/2019 12:28:00 PM,10/30/2019 12:28:00 PM,Briarcreek Loop And Blake Manor Road in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Blue Tabby/White,*Charlie,12/16/2019 01:29:00 PM,12/16/2019 01:29:00 PM,08/15/2019,Cat,Neutered Male,4 months,Domestic Shorthair,Blue Tabby/White,0.0
A668653,Chubs,10/31/2015 04:30:00 PM,10/31/2015 04:30:00 PM,7601 Dixie Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black,Chubs,11/05/2015 02:23:00 PM,11/05/2015 02:23:00 PM,06/06/2013,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black,0.0
A796186,,05/29/2019 06:11:00 PM,05/29/2019 06:11:00 PM,1012 Austin Highlands Boulevard in Austin (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair,Brown Tabby,,06/02/2019 01:49:00 PM,06/02/2019 01:49:00 PM,05/21/2019,Cat,Intact Male,1 weeks,Domestic Shorthair,Brown Tabby,0.0
A766561,,02/11/2018 07:42:00 PM,02/11/2018 07:42:00 PM,1410 E Anderson in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pug Mix,Black/White,,02/17/2018 04:27:00 PM,02/17/2018 04:27:00 PM,02/11/2015,Dog,Neutered Male,3 years,Pug Mix,Black/White,0.0
A768145,*Indie,03/13/2018 02:59:00 PM,03/13/2018 02:59:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,3 days,American Pit Bull Terrier Mix,Brown/White,*Indie,05/29/2018 12:08:00 PM,05/29/2018 12:08:00 PM,03/10/2018,Dog,Spayed Female,2 months,American Pit Bull Terrier Mix,Brown/White,0.0
A785707,Sugar,12/08/2018 01:20:00 PM,12/08/2018 01:20:00 PM,North Lamar Boulevard And Airport Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,10 years,Miniature Schnauzer Mix,Gray,Sugar,12/10/2018 11:57:00 AM,12/10/2018 11:57:00 AM,12/10/2008,Dog,Intact Female,10 years,Miniature Schnauzer Mix,Gray,0.0
A801959,,08/12/2019 01:16:00 PM,08/12/2019 01:16:00 PM,701 Valdez Street in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Medium Hair,Brown Tabby,,08/16/2019 04:32:00 PM,08/16/2019 04:32:00 PM,08/12/2018,Cat,Unknown,1 year,Domestic Medium Hair,Brown Tabby,0.0
A775510,,07/01/2018 12:55:00 PM,07/01/2018 12:55:00 PM,5341 Mathra Drive in Del Valle (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,,07/01/2018 04:19:00 PM,07/01/2018 04:19:00 PM,06/04/2018,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0
A742532,Thomas Omar,01/23/2017 01:48:00 PM,01/23/2017 01:48:00 PM,Northgate Blvd And W Rundberg Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Tan/Black,Thomas Omar,01/23/2017 06:46:00 PM,01/23/2017 06:46:00 PM,01/28/2015,Dog,Intact Male,1 year,German Shepherd Mix,Tan/Black,0.0
A793925,,05/01/2019 06:02:00 PM,05/01/2019 06:02:00 PM,3308 Thompson Street in Austin (TX),Stray,Nursing,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Torbie,,06/22/2019 04:36:00 PM,06/22/2019 04:36:00 PM,04/22/2019,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Torbie,0.0
A809538,,11/26/2019 11:26:00 AM,11/26/2019 11:26:00 AM,Hog Eye Road in Manor (TX),Stray,Normal,Dog,Intact Male,2 months,Harrier,Tricolor,,12/02/2019 06:39:00 PM,12/02/2019 06:39:00 PM,09/11/2019,Dog,Neutered Male,2 months,Harrier,Tricolor,0.0
A756219,*Whiskey,08/15/2017 07:00:00 PM,08/15/2017 07:00:00 PM,13514 Rector Loop in Manor (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,*Whiskey,08/17/2017 10:31:00 AM,08/17/2017 10:31:00 AM,07/08/2017,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,0.0
A716810,,11/25/2015 01:13:00 PM,11/25/2015 01:13:00 PM,14605 Pima Trail in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,,11/30/2015 06:56:00 PM,11/30/2015 06:56:00 PM,08/25/2015,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,0.0
A707198,,07/09/2015 02:36:00 PM,07/09/2015 02:36:00 PM,14111 Dewberyy in Pflugerville (TX),Stray,Normal,Dog,Intact Male,4 months,Australian Shepherd/Dachshund,Chocolate/Tan,,07/13/2015 06:04:00 PM,07/13/2015 06:04:00 PM,02/22/2015,Dog,Neutered Male,4 months,Australian Shepherd/Dachshund,Chocolate/Tan,0.0
A501433,Brady,10/19/2016 06:53:00 PM,10/19/2016 06:53:00 PM,5918 Kevin Kelly Place in Austin (TX),Stray,Normal,Dog,Neutered Male,9 years,Labrador Retriever/Pit Bull,Black/White,Brady,10/20/2016 11:54:00 AM,10/20/2016 11:54:00 AM,10/13/2007,Dog,Neutered Male,9 years,Labrador Retriever/Pit Bull,Black/White,0.0
A773529,*Audrey,06/02/2018 02:24:00 PM,06/02/2018 02:24:00 PM,Burnet And Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd,Black/Brown,*Audrey,06/20/2018 01:20:00 PM,06/20/2018 01:20:00 PM,06/02/2017,Dog,Spayed Female,1 year,German Shepherd,Black/Brown,0.0
